0.000000;N2;S-1;B00; Start()
0.164566;N2;S0;F00; endBackoff()
0.164566;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.164566;N2;S1;Z01;    · Computed TX duration: 0.000004 s
0.164566;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.164566;N2;S1;F04;    · Transmission of packet #15 started
0.164566;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.164566;N2;S1;H00;  - NACK of packet #15 received from N1 sent to a) N2 and b) N-1 with reason 2
0.164566;N2;S1;H02;  - I am implied in the NACK with packet id #15
0.164566;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.164566;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.164566;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.164570;N2;S1;G00; myTXFinished()
0.164570;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.164570;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.164570;N2;S0;F00;  - Resuming backoff at 0.000079 s
0.164648;N2;S0;F00; endBackoff()
0.164648;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.164648;N2;S1;Z01;    · Computed TX duration: 0.009547 s
0.164648;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.164648;N2;S1;F04;    · Transmission of packet #16 started
0.164648;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.164648;N2;S1;H00;  - NACK of packet #16 received from N1 sent to a) N2 and b) N-1 with reason 2
0.164648;N2;S1;H02;  - I am implied in the NACK with packet id #16
0.164648;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.164648;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.164648;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.169810;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.169810;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.169810;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.169810;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.169810;N2;S1;E13;    · I am TXing. Do nothing.
0.169940;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.169940;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.169940;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.169940;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.169940;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.169940;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.169940;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.169940;N2;S1;D08;    · I am NOT the TX destination (N3)
0.174196;N2;S1;G00; myTXFinished()
0.174196;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.174196;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.174196;N2;S0;F00;  - Resuming backoff at 0.000106 s
0.174302;N2;S0;F00; endBackoff()
0.174302;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.174302;N2;S1;Z01;    · Computed TX duration: 0.009657 s
0.174302;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.174302;N2;S1;F04;    · Transmission of packet #17 started
0.174302;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.174302;N2;S1;H00;  - NACK of packet #17 received from N1 sent to a) N2 and b) N-1 with reason 2
0.174302;N2;S1;H02;  - I am implied in the NACK with packet id #17
0.174302;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.174302;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.174302;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.179988;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.179988;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.179988;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.179988;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.179988;N2;S1;E13;    · I am TXing. Do nothing.
0.180044;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.180044;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.180044;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.180044;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.180044;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.180044;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.180044;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.180044;N2;S1;D08;    · I am NOT the TX destination (N3)
0.183959;N2;S1;G00; myTXFinished()
0.183959;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.183959;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.183959;N2;S0;F00;  - Resuming backoff at 0.000047 s
0.184006;N2;S0;F00; endBackoff()
0.184006;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.184006;N2;S1;Z01;    · Computed TX duration: 0.019226 s
0.184006;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.184006;N2;S1;F04;    · Transmission of packet #18 started
0.184006;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.184006;N2;S1;H00;  - NACK of packet #18 received from N1 sent to a) N2 and b) N-1 with reason 2
0.184006;N2;S1;H02;  - I am implied in the NACK with packet id #18
0.184006;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.184006;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.184006;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.186822;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.186822;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.186822;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.186822;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.186822;N2;S1;E13;    · I am TXing. Do nothing.
0.186835;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.186835;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.186835;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.186835;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.186835;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.186835;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.186835;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.186835;N2;S1;D08;    · I am NOT the TX destination (N3)
0.203232;N2;S1;G00; myTXFinished()
0.203232;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.203232;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.203232;N2;S0;F00;  - Resuming backoff at 0.000189 s
0.203421;N2;S0;F00; endBackoff()
0.203421;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.203421;N2;S1;Z01;    · Computed TX duration: 0.017047 s
0.203421;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.203421;N2;S1;F04;    · Transmission of packet #19 started
0.203421;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.203421;N2;S1;H00;  - NACK of packet #19 received from N1 sent to a) N2 and b) N-1 with reason 2
0.203421;N2;S1;H02;  - I am implied in the NACK with packet id #19
0.203421;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.203421;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.203421;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.220468;N2;S1;G00; myTXFinished()
0.220468;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.220468;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.220468;N2;S0;F00;  - Resuming backoff at 0.000039 s
0.220507;N2;S0;F00; endBackoff()
0.220507;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.220507;N2;S1;Z01;    · Computed TX duration: 0.011117 s
0.220507;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.220507;N2;S1;F04;    · Transmission of packet #20 started
0.220507;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.220507;N2;S1;H00;  - NACK of packet #20 received from N1 sent to a) N2 and b) N-1 with reason 2
0.220507;N2;S1;H02;  - I am implied in the NACK with packet id #20
0.220507;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.220507;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.220507;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.223236;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.223236;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.223236;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.223236;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.223236;N2;S1;E13;    · I am TXing. Do nothing.
0.223250;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.223250;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.223250;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.223250;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.223250;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.223250;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.223250;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.223250;N2;S1;D08;    · I am NOT the TX destination (N3)
0.231624;N2;S1;G00; myTXFinished()
0.231624;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.231624;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.231624;N2;S0;F00;  - Resuming backoff at 0.000073 s
0.231697;N2;S0;F00; endBackoff()
0.231697;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.231697;N2;S1;Z01;    · Computed TX duration: 0.030817 s
0.231697;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.231697;N2;S1;F04;    · Transmission of packet #21 started
0.231697;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.231697;N2;S1;H00;  - NACK of packet #21 received from N1 sent to a) N2 and b) N-1 with reason 2
0.231697;N2;S1;H02;  - I am implied in the NACK with packet id #21
0.231697;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.231697;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.231697;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.233845;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.233845;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.233845;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.233845;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.233845;N2;S1;E13;    · I am TXing. Do nothing.
0.233984;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.233984;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.233984;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.233984;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.233984;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.233984;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.233984;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.233984;N2;S1;D08;    · I am NOT the TX destination (N3)
0.236863;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.236863;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.236863;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.236863;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.236863;N2;S1;E13;    · I am TXing. Do nothing.
0.236894;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.236894;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.236894;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.236894;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.236894;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.236894;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.236894;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.236894;N2;S1;D08;    · I am NOT the TX destination (N3)
0.236908;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.236908;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.236908;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.236908;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.236908;N2;S1;E13;    · I am TXing. Do nothing.
0.236914;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.236914;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.236914;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.236914;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.236914;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.236914;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.236914;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.236914;N2;S1;D08;    · I am NOT the TX destination (N3)
0.242668;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.242668;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.242668;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.242668;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.242668;N2;S1;E13;    · I am TXing. Do nothing.
0.242715;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.242715;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.242715;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.242715;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.242715;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.242715;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.242715;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.242715;N2;S1;D08;    · I am NOT the TX destination (N3)
0.244530;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.244530;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.244530;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.244530;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.244530;N2;S1;E13;    · I am TXing. Do nothing.
0.244570;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.244570;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.244570;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.244570;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.244570;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.244570;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.244570;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.244570;N2;S1;D08;    · I am NOT the TX destination (N3)
0.262513;N2;S1;G00; myTXFinished()
0.262513;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.262513;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.262513;N2;S0;F00;  - Resuming backoff at 0.000075 s
0.262589;N2;S0;F00; endBackoff()
0.262589;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.262589;N2;S1;Z01;    · Computed TX duration: 0.006268 s
0.262589;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.262589;N2;S1;F04;    · Transmission of packet #22 started
0.262589;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.262589;N2;S1;H00;  - NACK of packet #22 received from N1 sent to a) N2 and b) N-1 with reason 2
0.262589;N2;S1;H02;  - I am implied in the NACK with packet id #22
0.262589;N2;S1;H02;  - Interference sensed in destination 1 is greater than its CCA!
0.262589;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.262589;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.266205;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.266205;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.266205;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.266205;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.266205;N2;S1;E13;    · I am TXing. Do nothing.
0.266316;N2;S1;D00; inportSomeNodeStartTX(): source = 0 - destination = 3
0.266316;N2;S1;D02;  - N0 has started a TX to N3 in channels 1 - 1
0.266316;N2;S1;D04;    · Distance to transmitting node N0: 1050.000000 m
0.266316;N2;S1;D04;    · Power received from N0: = -85.475794 dBm (2.834135 pW)
0.266316;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.266316;N2;S1;D06;    · Post update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.266316;N2;S1;D17;       + Max power interference is -105.475794 dBm (0.028341 pW) sensed in channel #0
0.266316;N2;S1;D08;    · I am NOT the TX destination (N3)
0.268734;N2;S1;E00; inportSomeNodeFinishTX(): source = 0 - destination = 3
0.268734;N2;S1;E02;  - N0 has finished a TX in channel range: 1 - 1
0.268734;N2;S1;E04;    · Pre update channel state [dBm]: -105.475794  -85.475794  -105.475794  -125.475794  
0.268734;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.268734;N2;S1;E13;    · I am TXing. Do nothing.
0.268857;N2;S1;G00; myTXFinished()
0.268857;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.268857;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.268857;N2;S0;F00;  - Resuming backoff at 0.000143 s
0.268874;N2;S0;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.268874;N2;S0;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.268874;N2;S0;D04;    · Distance to transmitting node N1: 1000.000000 m
0.268874;N2;S0;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.268874;N2;S0;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.268874;N2;S0;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.268874;N2;S0;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.268874;N2;S0;D08;    · I am NOT the TX destination (N3)
0.268874;N2;S0;F00;  - primary_channel (#0) affected
0.268874;N2;S0;F00;    · Power sensed in primary channel:  -85.052008 dBm (3.124634 pW)
0.268874;N2;S0;F00;    · CCA (-82.000000 dBm) NOT exceeded
0.268874;N2;S0;F00;    · primary_channel (#0) NOT affected
0.269000;N2;S0;F00; endBackoff()
0.269000;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.269000;N2;S1;Z01;    · Computed TX duration: 0.005340 s
0.269000;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.269000;N2;S1;F04;    · Transmission of packet #23 started
0.269000;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.269000;N2;S1;H00;  - NACK of packet #23 received from N1 sent to a) N2 and b) N-1 with reason 0
0.269000;N2;S1;H02;  - I am implied in the NACK with packet id #23
0.269000;N2;S1;H02;  - Destination N1 was transmitting!s
0.269000;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.269000;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.274340;N2;S1;G00; myTXFinished()
0.274340;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.274340;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.274340;N2;S0;F00;  - Resuming backoff at 0.000001 s
0.274342;N2;S0;F00; endBackoff()
0.274342;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.274342;N2;S1;Z01;    · Computed TX duration: 0.014930 s
0.274342;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.274342;N2;S1;F04;    · Transmission of packet #24 started
0.274342;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.274342;N2;S1;H00;  - NACK of packet #24 received from N1 sent to a) N2 and b) N-1 with reason 0
0.274342;N2;S1;H02;  - I am implied in the NACK with packet id #24
0.274342;N2;S1;H02;  - Destination N1 was transmitting!s
0.274342;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.274342;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.286271;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.286271;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
0.286271;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.286271;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.286271;N2;S1;E13;    · I am TXing. Do nothing.
0.286312;N2;S1;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.286312;N2;S1;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.286312;N2;S1;D04;    · Distance to transmitting node N1: 1000.000000 m
0.286312;N2;S1;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.286312;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.286312;N2;S1;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.286312;N2;S1;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.286312;N2;S1;D08;    · I am NOT the TX destination (N3)
0.289271;N2;S1;G00; myTXFinished()
0.289271;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.289271;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.289271;N2;S0;F00;  - Resuming backoff at 0.000074 s
0.289346;N2;S0;F00; endBackoff()
0.289346;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.289346;N2;S1;Z01;    · Computed TX duration: 0.006210 s
0.289346;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.289346;N2;S1;F04;    · Transmission of packet #25 started
0.289346;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.289346;N2;S1;H00;  - NACK of packet #25 received from N1 sent to a) N2 and b) N-1 with reason 0
0.289346;N2;S1;H02;  - I am implied in the NACK with packet id #25
0.289346;N2;S1;H02;  - Destination N1 was transmitting!s
0.289346;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.289346;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.295189;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.295189;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
0.295189;N2;S1;E04;    · Pre update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.295189;N2;S1;E05;    · Post update channel state [dBm]: -inf  -inf  -inf  -inf  
0.295189;N2;S1;E13;    · I am TXing. Do nothing.
0.295211;N2;S1;D00; inportSomeNodeStartTX(): source = 1 - destination = 3
0.295211;N2;S1;D02;  - N1 has started a TX to N3 in channels 0 - 0
0.295211;N2;S1;D04;    · Distance to transmitting node N1: 1000.000000 m
0.295211;N2;S1;D04;    · Power received from N1: = -85.052008 dBm (3.124634 pW)
0.295211;N2;S1;D03;    · Pre update channel state [dBm]: -inf  -inf  -inf  -inf  
0.295211;N2;S1;D06;    · Post update channel state [dBm]: -85.052008  -105.052008  -125.052008  -145.052008  
0.295211;N2;S1;D17;       + Max power interference is -85.052008 dBm (3.124634 pW) sensed in channel #0
0.295211;N2;S1;D08;    · I am NOT the TX destination (N3)
0.295556;N2;S1;G00; myTXFinished()
0.295556;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.295556;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.295556;N2;S0;F00;  - Resuming backoff at 0.000138 s
0.295693;N2;S0;F00; endBackoff()
0.295693;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.295693;N2;S1;Z01;    · Computed TX duration: 0.008333 s
0.295693;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.295693;N2;S1;F04;    · Transmission of packet #26 started
0.295693;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.295693;N2;S1;H00;  - NACK of packet #26 received from N1 sent to a) N2 and b) N-1 with reason 0
0.295693;N2;S1;H02;  - I am implied in the NACK with packet id #26
0.295693;N2;S1;H02;  - Destination N1 was transmitting!s
0.295693;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.295693;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.304027;N2;S1;G00; myTXFinished()
0.304027;N2;S0;E00; inportSomeNodeFinishTX(): source = 2 - destination = 1
0.304027;N2;S0;E18;  - I have finished a TX in channel range: 0 - 0
0.304027;N2;S0;F00;  - Resuming backoff at 0.000266 s
0.304293;N2;S0;F00; endBackoff()
0.304293;N2;S1;F02;  - Channels for transmitting: 1  0  0  0  
0.304293;N2;S1;Z01;    · Computed TX duration: 0.010492 s
0.304293;N2;S1;F04;    · Transmission is possible in range: 0 - 0
0.304293;N2;S1;F04;    · Transmission of packet #27 started
0.304293;N2;S1;H00; inportNackReceived(): source = 1 - node_id_a = 2 - node_id_b = -1
0.304293;N2;S1;H00;  - NACK of packet #27 received from N1 sent to a) N2 and b) N-1 with reason 0
0.304293;N2;S1;H02;  - I am implied in the NACK with packet id #27
0.304293;N2;S1;H02;  - Destination N1 was transmitting!s
0.304293;N2;S1;D00; inportSomeNodeStartTX(): source = 2 - destination = 1
0.304293;N2;S1;D02;  - I have started a TX to N1 in channels 0 - 0
0.309164;N2;S1;E00; inportSomeNodeFinishTX(): source = 1 - destination = 3
0.309164;N2;S1;E02;  - N1 has finished a TX in channel range: 0 - 0
