0.000000000000000000;A0;B00; Start()
43.000000000000000;A0;C03;  - Performance:
43.000000000000000;A0;C03;    · Average throughput = 216.58 Mbps
43.000000000000000;A0;F00; ComputeNewConfiguration()
43.000000000000000;A0;F00; SendNewConfigurationToAp()
43.000000000000000;A0;C00;  - Next request to be sent at 44.000000
44.000000000000000;A0;F00; RequestInformationToAp() (request #43)
44.000000000000000;A0;F00; InportReceivingInformationFromAp()
44.000000000000000;A0;C03;  - Action (5):
44.000000000000000;A0;C03;    · channel = 5
44.000000000000000;A0;C03;    · cca = -82.000000 dBm
44.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
44.000000000000000;A0;C03;    · dcb_policy = 4
44.000000000000000;A0;C03;  - Performance:
44.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
44.000000000000000;A0;F00; ComputeNewConfiguration()
44.000000000000000;A0;F00; SendNewConfigurationToAp()
44.000000000000000;A0;C00;  - Next request to be sent at 45.000000
45.000000000000000;A0;F00; RequestInformationToAp() (request #44)
45.000000000000000;A0;F00; InportReceivingInformationFromAp()
45.000000000000000;A0;C03;  - Action (5):
45.000000000000000;A0;C03;    · channel = 5
45.000000000000000;A0;C03;    · cca = -82.000000 dBm
45.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
45.000000000000000;A0;C03;    · dcb_policy = 4
45.000000000000000;A0;C03;  - Performance:
45.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
45.000000000000000;A0;F00; ComputeNewConfiguration()
45.000000000000000;A0;F00; SendNewConfigurationToAp()
45.000000000000000;A0;C00;  - Next request to be sent at 46.000000
46.000000000000000;A0;F00; RequestInformationToAp() (request #45)
46.000000000000000;A0;F00; InportReceivingInformationFromAp()
46.000000000000000;A0;C03;  - Action (5):
46.000000000000000;A0;C03;    · channel = 5
46.000000000000000;A0;C03;    · cca = -82.000000 dBm
46.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
46.000000000000000;A0;C03;    · dcb_policy = 4
46.000000000000000;A0;C03;  - Performance:
46.000000000000000;A0;C03;    · Average throughput = 217.34 Mbps
46.000000000000000;A0;F00; ComputeNewConfiguration()
46.000000000000000;A0;F00; SendNewConfigurationToAp()
46.000000000000000;A0;C00;  - Next request to be sent at 47.000000
47.000000000000000;A0;F00; RequestInformationToAp() (request #46)
47.000000000000000;A0;F00; InportReceivingInformationFromAp()
47.000000000000000;A0;C03;  - Action (5):
47.000000000000000;A0;C03;    · channel = 5
47.000000000000000;A0;C03;    · cca = -82.000000 dBm
47.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
47.000000000000000;A0;C03;    · dcb_policy = 4
47.000000000000000;A0;C03;  - Performance:
47.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
47.000000000000000;A0;F00; ComputeNewConfiguration()
47.000000000000000;A0;F00; SendNewConfigurationToAp()
47.000000000000000;A0;C00;  - Next request to be sent at 48.000000
48.000000000000000;A0;F00; RequestInformationToAp() (request #47)
48.000000000000000;A0;F00; InportReceivingInformationFromAp()
48.000000000000000;A0;C03;  - Action (5):
48.000000000000000;A0;C03;    · channel = 5
48.000000000000000;A0;C03;    · cca = -82.000000 dBm
48.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
48.000000000000000;A0;C03;    · dcb_policy = 4
48.000000000000000;A0;C03;  - Performance:
48.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
48.000000000000000;A0;F00; ComputeNewConfiguration()
48.000000000000000;A0;F00; SendNewConfigurationToAp()
48.000000000000000;A0;C00;  - Next request to be sent at 49.000000
49.000000000000000;A0;F00; RequestInformationToAp() (request #48)
49.000000000000000;A0;F00; InportReceivingInformationFromAp()
49.000000000000000;A0;C03;  - Action (7):
49.000000000000000;A0;C03;    · channel = 7
49.000000000000000;A0;C03;    · cca = -82.000000 dBm
49.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
49.000000000000000;A0;C03;    · dcb_policy = 4
49.000000000000000;A0;C03;  - Performance:
49.000000000000000;A0;C03;    · Average throughput = 110.66 Mbps
49.000000000000000;A0;F00; ComputeNewConfiguration()
49.000000000000000;A0;F00; SendNewConfigurationToAp()
49.000000000000000;A0;C00;  - Next request to be sent at 50.000000
50.000000000000000;A0;F00; RequestInformationToAp() (request #49)
50.000000000000000;A0;F00; InportReceivingInformationFromAp()
50.000000000000000;A0;C03;  - Action (5):
50.000000000000000;A0;C03;    · channel = 5
50.000000000000000;A0;C03;    · cca = -82.000000 dBm
50.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
50.000000000000000;A0;C03;    · dcb_policy = 4
50.000000000000000;A0;C03;  - Performance:
50.000000000000000;A0;C03;    · Average throughput = 214.27 Mbps
50.000000000000000;A0;F00; ComputeNewConfiguration()
50.000000000000000;A0;F00; SendNewConfigurationToAp()
50.000000000000000;A0;C00;  - Next request to be sent at 51.000000
51.000000000000000;A0;F00; RequestInformationToAp() (request #50)
51.000000000000000;A0;F00; InportReceivingInformationFromAp()
51.000000000000000;A0;C03;  - Action (4):
51.000000000000000;A0;C03;    · channel = 4
51.000000000000000;A0;C03;    · cca = -82.000000 dBm
51.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
51.000000000000000;A0;C03;    · dcb_policy = 4
51.000000000000000;A0;C03;  - Performance:
51.000000000000000;A0;C03;    · Average throughput = 110.66 Mbps
51.000000000000000;A0;F00; ComputeNewConfiguration()
51.000000000000000;A0;F00; SendNewConfigurationToAp()
51.000000000000000;A0;C00;  - Next request to be sent at 52.000000
52.000000000000000;A0;F00; RequestInformationToAp() (request #51)
52.000000000000000;A0;F00; InportReceivingInformationFromAp()
52.000000000000000;A0;C03;  - Action (5):
52.000000000000000;A0;C03;    · channel = 5
52.000000000000000;A0;C03;    · cca = -82.000000 dBm
52.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
52.000000000000000;A0;C03;    · dcb_policy = 4
52.000000000000000;A0;C03;  - Performance:
52.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
52.000000000000000;A0;F00; ComputeNewConfiguration()
52.000000000000000;A0;F00; SendNewConfigurationToAp()
52.000000000000000;A0;C00;  - Next request to be sent at 53.000000
53.000000000000000;A0;F00; RequestInformationToAp() (request #52)
53.000000000000000;A0;F00; InportReceivingInformationFromAp()
53.000000000000000;A0;C03;  - Action (3):
53.000000000000000;A0;C03;    · channel = 3
53.000000000000000;A0;C03;    · cca = -82.000000 dBm
53.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
53.000000000000000;A0;C03;    · dcb_policy = 4
53.000000000000000;A0;C03;  - Performance:
53.000000000000000;A0;C03;    · Average throughput = 47.70 Mbps
53.000000000000000;A0;F00; ComputeNewConfiguration()
53.000000000000000;A0;F00; SendNewConfigurationToAp()
53.000000000000000;A0;C00;  - Next request to be sent at 54.000000
54.000000000000000;A0;F00; RequestInformationToAp() (request #53)
54.000000000000000;A0;F00; InportReceivingInformationFromAp()
54.000000000000000;A0;C03;  - Action (5):
54.000000000000000;A0;C03;    · channel = 5
54.000000000000000;A0;C03;    · cca = -82.000000 dBm
54.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
54.000000000000000;A0;C03;    · dcb_policy = 4
54.000000000000000;A0;C03;  - Performance:
54.000000000000000;A0;C03;    · Average throughput = 215.81 Mbps
54.000000000000000;A0;F00; ComputeNewConfiguration()
54.000000000000000;A0;F00; SendNewConfigurationToAp()
54.000000000000000;A0;C00;  - Next request to be sent at 55.000000
55.000000000000000;A0;F00; RequestInformationToAp() (request #54)
55.000000000000000;A0;F00; InportReceivingInformationFromAp()
55.000000000000000;A0;C03;  - Action (5):
55.000000000000000;A0;C03;    · channel = 5
55.000000000000000;A0;C03;    · cca = -82.000000 dBm
55.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
55.000000000000000;A0;C03;    · dcb_policy = 4
55.000000000000000;A0;C03;  - Performance:
55.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
55.000000000000000;A0;F00; ComputeNewConfiguration()
55.000000000000000;A0;F00; SendNewConfigurationToAp()
55.000000000000000;A0;C00;  - Next request to be sent at 56.000000
56.000000000000000;A0;F00; RequestInformationToAp() (request #55)
56.000000000000000;A0;F00; InportReceivingInformationFromAp()
56.000000000000000;A0;C03;  - Action (3):
56.000000000000000;A0;C03;    · channel = 3
56.000000000000000;A0;C03;    · cca = -82.000000 dBm
56.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
56.000000000000000;A0;C03;    · dcb_policy = 4
56.000000000000000;A0;C03;  - Performance:
56.000000000000000;A0;C03;    · Average throughput = 53.42 Mbps
56.000000000000000;A0;F00; ComputeNewConfiguration()
56.000000000000000;A0;F00; SendNewConfigurationToAp()
56.000000000000000;A0;C00;  - Next request to be sent at 57.000000
57.000000000000000;A0;F00; RequestInformationToAp() (request #56)
57.000000000000000;A0;F00; InportReceivingInformationFromAp()
57.000000000000000;A0;C03;  - Action (5):
57.000000000000000;A0;C03;    · channel = 5
57.000000000000000;A0;C03;    · cca = -82.000000 dBm
57.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
57.000000000000000;A0;C03;    · dcb_policy = 4
57.000000000000000;A0;C03;  - Performance:
57.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
57.000000000000000;A0;F00; ComputeNewConfiguration()
57.000000000000000;A0;F00; SendNewConfigurationToAp()
57.000000000000000;A0;C00;  - Next request to be sent at 58.000000
58.000000000000000;A0;F00; RequestInformationToAp() (request #57)
58.000000000000000;A0;F00; InportReceivingInformationFromAp()
58.000000000000000;A0;C03;  - Action (5):
58.000000000000000;A0;C03;    · channel = 5
58.000000000000000;A0;C03;    · cca = -82.000000 dBm
58.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
58.000000000000000;A0;C03;    · dcb_policy = 4
58.000000000000000;A0;C03;  - Performance:
58.000000000000000;A0;C03;    · Average throughput = 215.81 Mbps
58.000000000000000;A0;F00; ComputeNewConfiguration()
58.000000000000000;A0;F00; SendNewConfigurationToAp()
58.000000000000000;A0;C00;  - Next request to be sent at 59.000000
59.000000000000000;A0;F00; RequestInformationToAp() (request #58)
59.000000000000000;A0;F00; InportReceivingInformationFromAp()
59.000000000000000;A0;C03;  - Action (5):
59.000000000000000;A0;C03;    · channel = 5
59.000000000000000;A0;C03;    · cca = -82.000000 dBm
59.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
59.000000000000000;A0;C03;    · dcb_policy = 4
59.000000000000000;A0;C03;  - Performance:
59.000000000000000;A0;C03;    · Average throughput = 215.81 Mbps
59.000000000000000;A0;F00; ComputeNewConfiguration()
59.000000000000000;A0;F00; SendNewConfigurationToAp()
59.000000000000000;A0;C00;  - Next request to be sent at 60.000000
60.000000000000000;A0;F00; RequestInformationToAp() (request #59)
60.000000000000000;A0;F00; InportReceivingInformationFromAp()
60.000000000000000;A0;C03;  - Action (5):
60.000000000000000;A0;C03;    · channel = 5
60.000000000000000;A0;C03;    · cca = -82.000000 dBm
60.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
60.000000000000000;A0;C03;    · dcb_policy = 4
60.000000000000000;A0;C03;  - Performance:
60.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
60.000000000000000;A0;F00; ComputeNewConfiguration()
60.000000000000000;A0;F00; SendNewConfigurationToAp()
60.000000000000000;A0;C00;  - Next request to be sent at 61.000000
61.000000000000000;A0;F00; RequestInformationToAp() (request #60)
61.000000000000000;A0;F00; InportReceivingInformationFromAp()
61.000000000000000;A0;C03;  - Action (5):
61.000000000000000;A0;C03;    · channel = 5
61.000000000000000;A0;C03;    · cca = -82.000000 dBm
61.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
61.000000000000000;A0;C03;    · dcb_policy = 4
61.000000000000000;A0;C03;  - Performance:
61.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
61.000000000000000;A0;F00; ComputeNewConfiguration()
61.000000000000000;A0;F00; SendNewConfigurationToAp()
61.000000000000000;A0;C00;  - Next request to be sent at 62.000000
62.000000000000000;A0;F00; RequestInformationToAp() (request #61)
62.000000000000000;A0;F00; InportReceivingInformationFromAp()
62.000000000000000;A0;C03;  - Action (5):
62.000000000000000;A0;C03;    · channel = 5
62.000000000000000;A0;C03;    · cca = -82.000000 dBm
62.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
62.000000000000000;A0;C03;    · dcb_policy = 4
62.000000000000000;A0;C03;  - Performance:
62.000000000000000;A0;C03;    · Average throughput = 216.58 Mbps
62.000000000000000;A0;F00; ComputeNewConfiguration()
62.000000000000000;A0;F00; SendNewConfigurationToAp()
62.000000000000000;A0;C00;  - Next request to be sent at 63.000000
63.000000000000000;A0;F00; RequestInformationToAp() (request #62)
63.000000000000000;A0;F00; InportReceivingInformationFromAp()
63.000000000000000;A0;C03;  - Action (5):
63.000000000000000;A0;C03;    · channel = 5
63.000000000000000;A0;C03;    · cca = -82.000000 dBm
63.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
63.000000000000000;A0;C03;    · dcb_policy = 4
63.000000000000000;A0;C03;  - Performance:
63.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
63.000000000000000;A0;F00; ComputeNewConfiguration()
63.000000000000000;A0;F00; SendNewConfigurationToAp()
63.000000000000000;A0;C00;  - Next request to be sent at 64.000000
64.000000000000000;A0;F00; RequestInformationToAp() (request #63)
64.000000000000000;A0;F00; InportReceivingInformationFromAp()
64.000000000000000;A0;C03;  - Action (5):
64.000000000000000;A0;C03;    · channel = 5
64.000000000000000;A0;C03;    · cca = -82.000000 dBm
64.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
64.000000000000000;A0;C03;    · dcb_policy = 4
64.000000000000000;A0;C03;  - Performance:
64.000000000000000;A0;C03;    · Average throughput = 214.27 Mbps
64.000000000000000;A0;F00; ComputeNewConfiguration()
64.000000000000000;A0;F00; SendNewConfigurationToAp()
64.000000000000000;A0;C00;  - Next request to be sent at 65.000000
65.000000000000000;A0;F00; RequestInformationToAp() (request #64)
65.000000000000000;A0;F00; InportReceivingInformationFromAp()
65.000000000000000;A0;C03;  - Action (5):
65.000000000000000;A0;C03;    · channel = 5
65.000000000000000;A0;C03;    · cca = -82.000000 dBm
65.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
65.000000000000000;A0;C03;    · dcb_policy = 4
65.000000000000000;A0;C03;  - Performance:
65.000000000000000;A0;C03;    · Average throughput = 217.34 Mbps
65.000000000000000;A0;F00; ComputeNewConfiguration()
65.000000000000000;A0;F00; SendNewConfigurationToAp()
65.000000000000000;A0;C00;  - Next request to be sent at 66.000000
66.000000000000000;A0;F00; RequestInformationToAp() (request #65)
66.000000000000000;A0;F00; InportReceivingInformationFromAp()
66.000000000000000;A0;C03;  - Action (5):
66.000000000000000;A0;C03;    · channel = 5
66.000000000000000;A0;C03;    · cca = -82.000000 dBm
66.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
66.000000000000000;A0;C03;    · dcb_policy = 4
66.000000000000000;A0;C03;  - Performance:
66.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
66.000000000000000;A0;F00; ComputeNewConfiguration()
66.000000000000000;A0;F00; SendNewConfigurationToAp()
66.000000000000000;A0;C00;  - Next request to be sent at 67.000000
67.000000000000000;A0;F00; RequestInformationToAp() (request #66)
67.000000000000000;A0;F00; InportReceivingInformationFromAp()
67.000000000000000;A0;C03;  - Action (5):
67.000000000000000;A0;C03;    · channel = 5
67.000000000000000;A0;C03;    · cca = -82.000000 dBm
67.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
67.000000000000000;A0;C03;    · dcb_policy = 4
67.000000000000000;A0;C03;  - Performance:
67.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
67.000000000000000;A0;F00; ComputeNewConfiguration()
67.000000000000000;A0;F00; SendNewConfigurationToAp()
67.000000000000000;A0;C00;  - Next request to be sent at 68.000000
68.000000000000000;A0;F00; RequestInformationToAp() (request #67)
68.000000000000000;A0;F00; InportReceivingInformationFromAp()
68.000000000000000;A0;C03;  - Action (5):
68.000000000000000;A0;C03;    · channel = 5
68.000000000000000;A0;C03;    · cca = -82.000000 dBm
68.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
68.000000000000000;A0;C03;    · dcb_policy = 4
68.000000000000000;A0;C03;  - Performance:
68.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
68.000000000000000;A0;F00; ComputeNewConfiguration()
68.000000000000000;A0;F00; SendNewConfigurationToAp()
68.000000000000000;A0;C00;  - Next request to be sent at 69.000000
69.000000000000000;A0;F00; RequestInformationToAp() (request #68)
69.000000000000000;A0;F00; InportReceivingInformationFromAp()
69.000000000000000;A0;C03;  - Action (3):
69.000000000000000;A0;C03;    · channel = 3
69.000000000000000;A0;C03;    · cca = -82.000000 dBm
69.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
69.000000000000000;A0;C03;    · dcb_policy = 4
69.000000000000000;A0;C03;  - Performance:
69.000000000000000;A0;C03;    · Average throughput = 55.33 Mbps
69.000000000000000;A0;F00; ComputeNewConfiguration()
69.000000000000000;A0;F00; SendNewConfigurationToAp()
69.000000000000000;A0;C00;  - Next request to be sent at 70.000000
70.000000000000000;A0;F00; RequestInformationToAp() (request #69)
70.000000000000000;A0;F00; InportReceivingInformationFromAp()
70.000000000000000;A0;C03;  - Action (5):
70.000000000000000;A0;C03;    · channel = 5
70.000000000000000;A0;C03;    · cca = -82.000000 dBm
70.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
70.000000000000000;A0;C03;    · dcb_policy = 4
70.000000000000000;A0;C03;  - Performance:
70.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
70.000000000000000;A0;F00; ComputeNewConfiguration()
70.000000000000000;A0;F00; SendNewConfigurationToAp()
70.000000000000000;A0;C00;  - Next request to be sent at 71.000000
71.000000000000000;A0;F00; RequestInformationToAp() (request #70)
71.000000000000000;A0;F00; InportReceivingInformationFromAp()
71.000000000000000;A0;C03;  - Action (5):
71.000000000000000;A0;C03;    · channel = 5
71.000000000000000;A0;C03;    · cca = -82.000000 dBm
71.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
71.000000000000000;A0;C03;    · dcb_policy = 4
71.000000000000000;A0;C03;  - Performance:
71.000000000000000;A0;C03;    · Average throughput = 215.81 Mbps
71.000000000000000;A0;F00; ComputeNewConfiguration()
71.000000000000000;A0;F00; SendNewConfigurationToAp()
71.000000000000000;A0;C00;  - Next request to be sent at 72.000000
72.000000000000000;A0;F00; RequestInformationToAp() (request #71)
72.000000000000000;A0;F00; InportReceivingInformationFromAp()
72.000000000000000;A0;C03;  - Action (5):
72.000000000000000;A0;C03;    · channel = 5
72.000000000000000;A0;C03;    · cca = -82.000000 dBm
72.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
72.000000000000000;A0;C03;    · dcb_policy = 4
72.000000000000000;A0;C03;  - Performance:
72.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
72.000000000000000;A0;F00; ComputeNewConfiguration()
72.000000000000000;A0;F00; SendNewConfigurationToAp()
72.000000000000000;A0;C00;  - Next request to be sent at 73.000000
73.000000000000000;A0;F00; RequestInformationToAp() (request #72)
73.000000000000000;A0;F00; InportReceivingInformationFromAp()
73.000000000000000;A0;C03;  - Action (5):
73.000000000000000;A0;C03;    · channel = 5
73.000000000000000;A0;C03;    · cca = -82.000000 dBm
73.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
73.000000000000000;A0;C03;    · dcb_policy = 4
73.000000000000000;A0;C03;  - Performance:
73.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
73.000000000000000;A0;F00; ComputeNewConfiguration()
73.000000000000000;A0;F00; SendNewConfigurationToAp()
73.000000000000000;A0;C00;  - Next request to be sent at 74.000000
74.000000000000000;A0;F00; RequestInformationToAp() (request #73)
74.000000000000000;A0;F00; InportReceivingInformationFromAp()
74.000000000000000;A0;C03;  - Action (5):
74.000000000000000;A0;C03;    · channel = 5
74.000000000000000;A0;C03;    · cca = -82.000000 dBm
74.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
74.000000000000000;A0;C03;    · dcb_policy = 4
74.000000000000000;A0;C03;  - Performance:
74.000000000000000;A0;C03;    · Average throughput = 215.81 Mbps
74.000000000000000;A0;F00; ComputeNewConfiguration()
74.000000000000000;A0;F00; SendNewConfigurationToAp()
74.000000000000000;A0;C00;  - Next request to be sent at 75.000000
75.000000000000000;A0;F00; RequestInformationToAp() (request #74)
75.000000000000000;A0;F00; InportReceivingInformationFromAp()
75.000000000000000;A0;C03;  - Action (5):
75.000000000000000;A0;C03;    · channel = 5
75.000000000000000;A0;C03;    · cca = -82.000000 dBm
75.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
75.000000000000000;A0;C03;    · dcb_policy = 4
75.000000000000000;A0;C03;  - Performance:
75.000000000000000;A0;C03;    · Average throughput = 214.27 Mbps
75.000000000000000;A0;F00; ComputeNewConfiguration()
75.000000000000000;A0;F00; SendNewConfigurationToAp()
75.000000000000000;A0;C00;  - Next request to be sent at 76.000000
76.000000000000000;A0;F00; RequestInformationToAp() (request #75)
76.000000000000000;A0;F00; InportReceivingInformationFromAp()
76.000000000000000;A0;C03;  - Action (5):
76.000000000000000;A0;C03;    · channel = 5
76.000000000000000;A0;C03;    · cca = -82.000000 dBm
76.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
76.000000000000000;A0;C03;    · dcb_policy = 4
76.000000000000000;A0;C03;  - Performance:
76.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
76.000000000000000;A0;F00; ComputeNewConfiguration()
76.000000000000000;A0;F00; SendNewConfigurationToAp()
76.000000000000000;A0;C00;  - Next request to be sent at 77.000000
77.000000000000000;A0;F00; RequestInformationToAp() (request #76)
77.000000000000000;A0;F00; InportReceivingInformationFromAp()
77.000000000000000;A0;C03;  - Action (5):
77.000000000000000;A0;C03;    · channel = 5
77.000000000000000;A0;C03;    · cca = -82.000000 dBm
77.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
77.000000000000000;A0;C03;    · dcb_policy = 4
77.000000000000000;A0;C03;  - Performance:
77.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
77.000000000000000;A0;F00; ComputeNewConfiguration()
77.000000000000000;A0;F00; SendNewConfigurationToAp()
77.000000000000000;A0;C00;  - Next request to be sent at 78.000000
78.000000000000000;A0;F00; RequestInformationToAp() (request #77)
78.000000000000000;A0;F00; InportReceivingInformationFromAp()
78.000000000000000;A0;C03;  - Action (5):
78.000000000000000;A0;C03;    · channel = 5
78.000000000000000;A0;C03;    · cca = -82.000000 dBm
78.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
78.000000000000000;A0;C03;    · dcb_policy = 4
78.000000000000000;A0;C03;  - Performance:
78.000000000000000;A0;C03;    · Average throughput = 214.27 Mbps
78.000000000000000;A0;F00; ComputeNewConfiguration()
78.000000000000000;A0;F00; SendNewConfigurationToAp()
78.000000000000000;A0;C00;  - Next request to be sent at 79.000000
79.000000000000000;A0;F00; RequestInformationToAp() (request #78)
79.000000000000000;A0;F00; InportReceivingInformationFromAp()
79.000000000000000;A0;C03;  - Action (5):
79.000000000000000;A0;C03;    · channel = 5
79.000000000000000;A0;C03;    · cca = -82.000000 dBm
79.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
79.000000000000000;A0;C03;    · dcb_policy = 4
79.000000000000000;A0;C03;  - Performance:
79.000000000000000;A0;C03;    · Average throughput = 218.88 Mbps
79.000000000000000;A0;F00; ComputeNewConfiguration()
79.000000000000000;A0;F00; SendNewConfigurationToAp()
79.000000000000000;A0;C00;  - Next request to be sent at 80.000000
80.000000000000000;A0;F00; RequestInformationToAp() (request #79)
80.000000000000000;A0;F00; InportReceivingInformationFromAp()
80.000000000000000;A0;C03;  - Action (5):
80.000000000000000;A0;C03;    · channel = 5
80.000000000000000;A0;C03;    · cca = -82.000000 dBm
80.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
80.000000000000000;A0;C03;    · dcb_policy = 4
80.000000000000000;A0;C03;  - Performance:
80.000000000000000;A0;C03;    · Average throughput = 213.50 Mbps
80.000000000000000;A0;F00; ComputeNewConfiguration()
80.000000000000000;A0;F00; SendNewConfigurationToAp()
80.000000000000000;A0;C00;  - Next request to be sent at 81.000000
81.000000000000000;A0;F00; RequestInformationToAp() (request #80)
81.000000000000000;A0;F00; InportReceivingInformationFromAp()
81.000000000000000;A0;C03;  - Action (5):
81.000000000000000;A0;C03;    · channel = 5
81.000000000000000;A0;C03;    · cca = -82.000000 dBm
81.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
81.000000000000000;A0;C03;    · dcb_policy = 4
81.000000000000000;A0;C03;  - Performance:
81.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
81.000000000000000;A0;F00; ComputeNewConfiguration()
81.000000000000000;A0;F00; SendNewConfigurationToAp()
81.000000000000000;A0;C00;  - Next request to be sent at 82.000000
82.000000000000000;A0;F00; RequestInformationToAp() (request #81)
82.000000000000000;A0;F00; InportReceivingInformationFromAp()
82.000000000000000;A0;C03;  - Action (5):
82.000000000000000;A0;C03;    · channel = 5
82.000000000000000;A0;C03;    · cca = -82.000000 dBm
82.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
82.000000000000000;A0;C03;    · dcb_policy = 4
82.000000000000000;A0;C03;  - Performance:
82.000000000000000;A0;C03;    · Average throughput = 217.34 Mbps
82.000000000000000;A0;F00; ComputeNewConfiguration()
82.000000000000000;A0;F00; SendNewConfigurationToAp()
82.000000000000000;A0;C00;  - Next request to be sent at 83.000000
83.000000000000000;A0;F00; RequestInformationToAp() (request #82)
83.000000000000000;A0;F00; InportReceivingInformationFromAp()
83.000000000000000;A0;C03;  - Action (5):
83.000000000000000;A0;C03;    · channel = 5
83.000000000000000;A0;C03;    · cca = -82.000000 dBm
83.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
83.000000000000000;A0;C03;    · dcb_policy = 4
83.000000000000000;A0;C03;  - Performance:
83.000000000000000;A0;C03;    · Average throughput = 214.27 Mbps
83.000000000000000;A0;F00; ComputeNewConfiguration()
83.000000000000000;A0;F00; SendNewConfigurationToAp()
83.000000000000000;A0;C00;  - Next request to be sent at 84.000000
84.000000000000000;A0;F00; RequestInformationToAp() (request #83)
84.000000000000000;A0;F00; InportReceivingInformationFromAp()
84.000000000000000;A0;C03;  - Action (5):
84.000000000000000;A0;C03;    · channel = 5
84.000000000000000;A0;C03;    · cca = -82.000000 dBm
84.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
84.000000000000000;A0;C03;    · dcb_policy = 4
84.000000000000000;A0;C03;  - Performance:
84.000000000000000;A0;C03;    · Average throughput = 212.74 Mbps
84.000000000000000;A0;F00; ComputeNewConfiguration()
84.000000000000000;A0;F00; SendNewConfigurationToAp()
84.000000000000000;A0;C00;  - Next request to be sent at 85.000000
85.000000000000000;A0;F00; RequestInformationToAp() (request #84)
85.000000000000000;A0;F00; InportReceivingInformationFromAp()
85.000000000000000;A0;C03;  - Action (5):
85.000000000000000;A0;C03;    · channel = 5
85.000000000000000;A0;C03;    · cca = -82.000000 dBm
85.000000000000000;A0;C03;    · tx_power = 15.000000 dBm
85.000000000000000;A0;C03;    · dcb_policy = 4
85.000000000000000;A0;C03;  - Performance:
85.000000000000000;A0;C03;    · Average throughput = 215.04 Mbps
85.000000000000000;A0;F00; ComputeNewConfiguration()
85.000000000000000;A0;F00; SendNewConfigurationToAp()
85.000000000000000;A0;C00;  - Next request to be sent at 86.000000
86.000000000000000;A0;F00; RequestInformationToAp() (request #85)
86.000000000000000;A0;F00; InportReceivingInformationFromAp()
86.000000000000000;A0;C03;  - Action (5):
86.000000000000000;A0;C03;    · channel = 5
